frequency,MAG,PHA
10000.0,-1.1,-0.0348101265822785
17782.794100389227,-1.1,-0.708823529411765
31622.776601683792,-1.1,-0.945086705202312
56234.13251903491,-1.1,7.68373493975904
100000.0,-1.1,7.31511254019293
